pin,slack
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_2_8_0_0_wmux[6]_CC_0:CC[1],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_2_8_0_0_wmux[6]_CC_0:CI,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_2_8_0_0_wmux[6]_CC_0:P[0],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_2_8_0_0_wmux[6]_CC_0:P[10],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_2_8_0_0_wmux[6]_CC_0:P[11],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_2_8_0_0_wmux[6]_CC_0:P[1],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_2_8_0_0_wmux[6]_CC_0:P[2],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_2_8_0_0_wmux[6]_CC_0:P[3],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_2_8_0_0_wmux[6]_CC_0:P[4],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_2_8_0_0_wmux[6]_CC_0:P[5],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_2_8_0_0_wmux[6]_CC_0:P[6],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_2_8_0_0_wmux[6]_CC_0:P[7],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_2_8_0_0_wmux[6]_CC_0:P[8],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_2_8_0_0_wmux[6]_CC_0:P[9],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_2_8_0_0_wmux[6]_CC_0:UB[0],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_2_8_0_0_wmux[6]_CC_0:UB[10],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_2_8_0_0_wmux[6]_CC_0:UB[11],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_2_8_0_0_wmux[6]_CC_0:UB[1],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_2_8_0_0_wmux[6]_CC_0:UB[2],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_2_8_0_0_wmux[6]_CC_0:UB[3],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_2_8_0_0_wmux[6]_CC_0:UB[4],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_2_8_0_0_wmux[6]_CC_0:UB[5],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_2_8_0_0_wmux[6]_CC_0:UB[6],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_2_8_0_0_wmux[6]_CC_0:UB[7],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_2_8_0_0_wmux[6]_CC_0:UB[8],
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_2_8_0_0_wmux[6]_CC_0:UB[9],
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/RW1_UI_ram_wrapper_1/L1_asyncnonpipe/FIFO_2Kx8_FIFO_2Kx8_0_LSRAM_top_R0C0/FF_28:EN,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/RDATA_r[5]:ADn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/RDATA_r[5]:ALn,-4628
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/RDATA_r[5]:CLK,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/RDATA_r[5]:D,10193
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/RDATA_r[5]:EN,11424
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/RDATA_r[5]:LAT,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/RDATA_r[5]:Q,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/RDATA_r[5]:SD,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/RDATA_r[5]:SLn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/INTERRUPT_INST/REGISTER_CLEAR_INST_un1_write_reg_en_0_a2_0_0:A,10454
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/INTERRUPT_INST/REGISTER_CLEAR_INST_un1_write_reg_en_0_a2_0_0:B,9359
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/INTERRUPT_INST/REGISTER_CLEAR_INST_un1_write_reg_en_0_a2_0_0:C,9238
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/INTERRUPT_INST/REGISTER_CLEAR_INST_un1_write_reg_en_0_a2_0_0:D,8877
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/INTERRUPT_INST/REGISTER_CLEAR_INST_un1_write_reg_en_0_a2_0_0:Y,8877
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/memwaddr_r_RNO[0]:A,3638
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/memwaddr_r_RNO[0]:Y,3638
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_2_9_0_wmux_0[1]:A,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_2_9_0_wmux_0[1]:B,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_2_9_0_wmux_0[1]:C,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_2_9_0_wmux_0[1]:CC,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_2_9_0_wmux_0[1]:D,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_2_9_0_wmux_0[1]:P,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_2_9_0_wmux_0[1]:UB,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/APB3_RDATA_2_9_0_wmux_0[1]:Y,
CommsFPGA_top_0/MANCHESTER_DECODER_INST/AFE_RX_STATE_MACHINE/AFE_RX_STATE_ns_0[4]:A,3738
CommsFPGA_top_0/MANCHESTER_DECODER_INST/AFE_RX_STATE_MACHINE/AFE_RX_STATE_ns_0[4]:B,3640
CommsFPGA_top_0/MANCHESTER_DECODER_INST/AFE_RX_STATE_MACHINE/AFE_RX_STATE_ns_0[4]:C,3544
CommsFPGA_top_0/MANCHESTER_DECODER_INST/AFE_RX_STATE_MACHINE/AFE_RX_STATE_ns_0[4]:D,3317
CommsFPGA_top_0/MANCHESTER_DECODER_INST/AFE_RX_STATE_MACHINE/AFE_RX_STATE_ns_0[4]:Y,3317
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/RX_packet_depth[2]:ADn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/RX_packet_depth[2]:ALn,1121
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/RX_packet_depth[2]:CLK,-3324
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/RX_packet_depth[2]:D,2659
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/RX_packet_depth[2]:EN,3413
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/RX_packet_depth[2]:LAT,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/RX_packet_depth[2]:Q,-3324
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/RX_packet_depth[2]:SD,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/RX_packet_depth[2]:SLn,
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/PreAmble_cntr_RNO[3]:A,194967
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/PreAmble_cntr_RNO[3]:B,194911
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/PreAmble_cntr_RNO[3]:C,192663
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/PreAmble_cntr_RNO[3]:D,193265
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/PreAmble_cntr_RNO[3]:Y,192663
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/Wr_corefifo_doubleSync/sync_out_xhdl1[11]:ADn,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/Wr_corefifo_doubleSync/sync_out_xhdl1[11]:ALn,-3547
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/Wr_corefifo_doubleSync/sync_out_xhdl1[11]:CLK,191485
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/Wr_corefifo_doubleSync/sync_out_xhdl1[11]:D,196029
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/Wr_corefifo_doubleSync/sync_out_xhdl1[11]:EN,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/Wr_corefifo_doubleSync/sync_out_xhdl1[11]:LAT,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/Wr_corefifo_doubleSync/sync_out_xhdl1[11]:Q,191485
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/Wr_corefifo_doubleSync/sync_out_xhdl1[11]:SD,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/Wr_corefifo_doubleSync/sync_out_xhdl1[11]:SLn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/i_int_mask_reg[4]:ADn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/i_int_mask_reg[4]:ALn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/i_int_mask_reg[4]:CLK,9026
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/i_int_mask_reg[4]:D,11621
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/i_int_mask_reg[4]:EN,11447
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/i_int_mask_reg[4]:LAT,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/i_int_mask_reg[4]:Q,9026
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/i_int_mask_reg[4]:SD,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/i_int_mask_reg[4]:SLn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/control_reg[4]:ADn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/control_reg[4]:ALn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/control_reg[4]:CLK,-3228
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/control_reg[4]:D,11621
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/control_reg[4]:EN,11491
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/control_reg[4]:LAT,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/control_reg[4]:Q,-3228
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/control_reg[4]:SD,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/control_reg[4]:SLn,
CommsFPGA_top_0/long_reset_cntr[1]:ADn,
CommsFPGA_top_0/long_reset_cntr[1]:ALn,-2602
CommsFPGA_top_0/long_reset_cntr[1]:CLK,193613
CommsFPGA_top_0/long_reset_cntr[1]:D,193328
CommsFPGA_top_0/long_reset_cntr[1]:EN,
CommsFPGA_top_0/long_reset_cntr[1]:LAT,
CommsFPGA_top_0/long_reset_cntr[1]:Q,193613
CommsFPGA_top_0/long_reset_cntr[1]:SD,
CommsFPGA_top_0/long_reset_cntr[1]:SLn,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/rptr_gray_1[2]:A,194959
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/rptr_gray_1[2]:B,194903
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/rptr_gray_1[2]:Y,194903
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_low1_reg[3]:ADn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_low1_reg[3]:ALn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_low1_reg[3]:CLK,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_low1_reg[3]:D,11659
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_low1_reg[3]:EN,10249
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_low1_reg[3]:LAT,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_low1_reg[3]:Q,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_low1_reg[3]:SD,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_low1_reg[3]:SLn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/i_int_mask_reg[1]:ADn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/i_int_mask_reg[1]:ALn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/i_int_mask_reg[1]:CLK,7966
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/i_int_mask_reg[1]:D,11617
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/i_int_mask_reg[1]:EN,11447
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/i_int_mask_reg[1]:LAT,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/i_int_mask_reg[1]:Q,7966
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/i_int_mask_reg[1]:SD,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/i_int_mask_reg[1]:SLn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_gray[5]:ADn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_gray[5]:ALn,-1211
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_gray[5]:CLK,-1079
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_gray[5]:D,3613
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_gray[5]:EN,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_gray[5]:LAT,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_gray[5]:Q,-1079
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_gray[5]:SD,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/wptr_gray[5]:SLn,
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/txen_early_cntr_RNIJFKLC[2]:A,
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/txen_early_cntr_RNIJFKLC[2]:B,191326
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/txen_early_cntr_RNIJFKLC[2]:C,193937
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/txen_early_cntr_RNIJFKLC[2]:CC,192558
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/txen_early_cntr_RNIJFKLC[2]:D,
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/txen_early_cntr_RNIJFKLC[2]:P,191326
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/txen_early_cntr_RNIJFKLC[2]:S,192113
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/txen_early_cntr_RNIJFKLC[2]:UB,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/RW1_UI_ram_wrapper_1/L1_asyncnonpipe/FIFO_8Kx9_FIFO_8Kx9_0_LSRAM_top_R0C3/FF_9:EN,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/RW1_UI_ram_wrapper_1/L1_asyncnonpipe/FIFO_8Kx9_FIFO_8Kx9_0_LSRAM_top_R0C3/FF_9:IPENn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[4]:ADn,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[4]:ALn,-1211
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[4]:CLK,1045
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[4]:D,4739
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[4]:EN,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[4]:LAT,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[4]:Q,1045
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[4]:SD,
CommsFPGA_top_0/FIFOS_INST/RECEIVE_FIFO/FIFO_8Kx9_0/L31_U_corefifo_async/Rd_corefifo_doubleSync/sync_out_xhdl1[4]:SLn,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_1_INST/DEBOUNCE_PROC_un1_debounce_cntr_8:A,191647
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_1_INST/DEBOUNCE_PROC_un1_debounce_cntr_8:B,191557
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_1_INST/DEBOUNCE_PROC_un1_debounce_cntr_8:C,191505
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_1_INST/DEBOUNCE_PROC_un1_debounce_cntr_8:D,191413
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_1_INST/DEBOUNCE_PROC_un1_debounce_cntr_8:Y,191413
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/PreAmble_cntr_RNO[1]:A,193910
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/PreAmble_cntr_RNO[1]:B,194911
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/PreAmble_cntr_RNO[1]:C,193390
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/PreAmble_cntr_RNO[1]:D,194303
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/TRANSMIT_SM/PreAmble_cntr_RNO[1]:Y,193390
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MDDR_ADDR_0_PAD/U_IOPAD:D,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MDDR_ADDR_0_PAD/U_IOPAD:E,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MDDR_ADDR_0_PAD/U_IOPAD:PAD,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/wptr[3]:ADn,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/wptr[3]:ALn,9210
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/wptr[3]:CLK,8097
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/wptr[3]:D,10802
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/wptr[3]:EN,11385
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/wptr[3]:LAT,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/wptr[3]:Q,8097
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/wptr[3]:SD,
CommsFPGA_top_0/FIFOS_INST/TRANSMIT_FIFO/FIFO_2Kx8_0/L31_U_corefifo_async/wptr[3]:SLn,
m2s010_som_sb_0/CORERESETP_0/sm0_areset_n_rcosc_RNIKFSA/U0:An,
m2s010_som_sb_0/CORERESETP_0/sm0_areset_n_rcosc_RNIKFSA/U0:ENn,
m2s010_som_sb_0/CORERESETP_0/sm0_areset_n_rcosc_RNIKFSA/U0:YWn,
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/rx_crc_data_store[9]:ADn,
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/rx_crc_data_store[9]:ALn,
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/rx_crc_data_store[9]:CLK,
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/rx_crc_data_store[9]:D,4724
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/rx_crc_data_store[9]:EN,2133
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/rx_crc_data_store[9]:LAT,
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/rx_crc_data_store[9]:Q,
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/rx_crc_data_store[9]:SD,
CommsFPGA_top_0/MANCHESTER_DECODER_INST/ReadFIFO_Write_SM_PROC/rx_crc_data_store[9]:SLn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_high4_reg_en:ADn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_high4_reg_en:ALn,8215
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_high4_reg_en:CLK,10417
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_high4_reg_en:D,10402
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_high4_reg_en:EN,9350
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_high4_reg_en:LAT,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_high4_reg_en:Q,10417
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_high4_reg_en:SD,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_high4_reg_en:SLn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_high3_reg[6]:ADn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_high3_reg[6]:ALn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_high3_reg[6]:CLK,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_high3_reg[6]:D,11571
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_high3_reg[6]:EN,10211
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_high3_reg[6]:LAT,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_high3_reg[6]:Q,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_high3_reg[6]:SD,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_high3_reg[6]:SLn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_high4_reg[5]:ADn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_high4_reg[5]:ALn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_high4_reg[5]:CLK,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_high4_reg[5]:D,11599
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_high4_reg[5]:EN,9090
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_high4_reg[5]:LAT,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_high4_reg[5]:Q,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_high4_reg[5]:SD,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/address_high4_reg[5]:SLn,
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/MAN_OUT_DATA_PROC_un19_tx_dataen:A,42462
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/MAN_OUT_DATA_PROC_un19_tx_dataen:B,42441
CommsFPGA_top_0/MANCHESTER_ENCODER_INST/MAN_OUT_DATA_PROC_un19_tx_dataen:Y,42441
CommsFPGA_top_0/FIFOS_INST/irx_fifo_rst:A,
CommsFPGA_top_0/FIFOS_INST/irx_fifo_rst:B,
CommsFPGA_top_0/FIFOS_INST/irx_fifo_rst:Y,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/RX_packet_depth[0]:ADn,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/RX_packet_depth[0]:ALn,1121
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/RX_packet_depth[0]:CLK,-3538
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/RX_packet_depth[0]:D,3109
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/RX_packet_depth[0]:EN,3413
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/RX_packet_depth[0]:LAT,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/RX_packet_depth[0]:Q,-3538
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/RX_packet_depth[0]:SD,
CommsFPGA_top_0/PROCESSOR_INTERFACE_INST/RX_packet_depth[0]:SLn,
